Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[18]     6.0    0.01    0.01  329158         void std::_Construct<Light, Light const&>(Light*, Light const&) [18]
                0.00    0.01  329158/329160      Light::Light(Light const&) [32]
                0.00    0.00  329158/329161      Light const& std::forward<Light const&>(std::remove_reference<Light const&>::type&) [81]
                0.00    0.00  329158/329160      operator new(unsigned int, void*) [84]
-----------------------------------------------
                0.00    0.02  329158/329158      Light* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, Light*, Light>(__gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, __gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, Light*, std::allocator<Light>&) [20]
[19]     6.0    0.00    0.02  329158         Light* std::uninitialized_copy<__gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, Light*>(__gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, __gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, Light*) [19]
                0.00    0.02  329158/329158      Light* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, Light*>(__gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, __gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, Light*) [17]
-----------------------------------------------
                0.00    0.00       1/329158      Light* std::vector<Light, std::allocator<Light> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > > >(unsigned int, __gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, __gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >) [38]
                0.00    0.02  329157/329158      std::vector<Light, std::allocator<Light> >::vector(std::vector<Light, std::allocator<Light> > const&) [21]
[20]     6.0    0.00    0.02  329158         Light* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, Light*, Light>(__gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, __gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, Light*, std::allocator<Light>&) [20]
                0.00    0.02  329158/329158      Light* std::uninitialized_copy<__gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, Light*>(__gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, __gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, Light*) [19]
-----------------------------------------------
                0.00    0.02  329157/329157      RayTracer::fullScale(Vector, Vector, Vector, Primitive*, int) <cycle 1> [4]
[21]     6.0    0.00    0.02  329157         std::vector<Light, std::allocator<Light> >::vector(std::vector<Light, std::allocator<Light> > const&) [21]
                0.00    0.02  329157/329158      Light* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, Light*, Light>(__gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, __gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, Light*, std::allocator<Light>&) [20]
                0.00    0.00  329157/329159      std::_Vector_base<Light, std::allocator<Light> >::_M_get_Tp_allocator() const [87]
                0.00    0.00  329157/329157      __gnu_cxx::__alloc_traits<std::allocator<Light>, Light>::_S_select_on_copy(std::allocator<Light> const&) [100]
                0.00    0.00  329157/1316633     std::vector<Light, std::allocator<Light> >::size() const [68]
                0.00    0.00  329157/329157      std::_Vector_base<Light, std::allocator<Light> >::_Vector_base(unsigned int, std::allocator<Light> const&) [106]
                0.00    0.00  329157/329157      std::allocator<Light>::~allocator() [103]
                0.00    0.00  329157/658321      std::_Vector_base<Light, std::allocator<Light> >::_M_get_Tp_allocator() [72]
                0.00    0.00  329157/329158      std::vector<Light, std::allocator<Light> >::end() const [97]
                0.00    0.00  329157/329158      std::vector<Light, std::allocator<Light> >::begin() const [98]
-----------------------------------------------
                0.00    0.00       1/1245008     RayTracer::ScreenItrInfo() [34]
                0.00    0.00  329157/1245008     Sphere::getNormal(Vector) [25]
                0.00    0.00  329157/1245008     RayTracer::fullScale(Vector, Vector, Vector, Primitive*, int) <cycle 1> [4]
                0.00    0.00  586693/1245008     Ray::Ray(Vector, Vector) [12]
[22]     5.2    0.01    0.01 1245008         Vector::Vector(Vector, Vector) [22]
                0.00    0.01 1245008/2468060     Vector::operator-(Vector const&) const [27]
-----------------------------------------------
                0.00    0.00  279493/1831700     RayTracer::fullScale(Vector, Vector, Vector, Primitive*, int) <cycle 1> [4]
                0.00    0.00  307200/1831700     RayTracer::trace(int) [1]
                0.00    0.00  329157/1831700     RayTracer::shading(Ray, Primitive*, int, int) <cycle 1> [24]
                0.00    0.01  915850/1831700     RayTracer::intersectionTest(Ray*, Primitive**) [5]
[23]     4.3    0.00    0.01 1831700         Ray::Ray(Ray const&) [23]
                0.01    0.00 5495100/8900985     Vector::Vector() [13]
-----------------------------------------------
                              279493             RayTracer::fullScale(Vector, Vector, Vector, Primitive*, int) <cycle 1> [4]
                0.03    0.21  307200/307200      RayTracer::trace(int) [1]
[24]     4.2    0.01    0.00  586693         RayTracer::shading(Ray, Primitive*, int, int) <cycle 1> [24]
                0.00    0.00  329157/1831700     Ray::Ray(Ray const&) [23]
                0.00    0.00  844229/1173388     Color::Color(Color const&) [70]
                              329157             RayTracer::colorContribution(Primitive*, Ray, int, int) <cycle 1> [7]
-----------------------------------------------
                0.00    0.01  329157/329157      RayTracer::colorContribution(Primitive*, Ray, int, int) <cycle 1> [7]
[25]     4.2    0.00    0.01  329157         Sphere::getNormal(Vector) [25]
                0.00    0.01  329157/1852283     Vector::normalize() [10]
                0.00    0.00  329157/1245008     Vector::Vector(Vector, Vector) [22]
                0.00    0.00  658314/8754843     Vector::Vector(Vector const&) [14]
-----------------------------------------------
                0.00    0.01  329157/659690      Ray::Ray(Vector, Vector, float) [31]
                0.00    0.01  330533/659690      Sphere::rayIntersection(Ray*, Primitive**) [6]
[26]     4.1    0.00    0.01  659690         Ray::setP() [26]
                0.01    0.00  659690/3119731     Vector::operator*(float const&) const [8]
                0.00    0.00  659690/2182817     Vector::operator+(Vector const&) const [30]
-----------------------------------------------
                0.00    0.00       2/2468060     RayTracer::ScreenItrInfo() [34]
                0.00    0.00  307200/2468060     RayTracer::trace(int) [1]
                0.00    0.00  915850/2468060     Sphere::rayIntersection(Ray*, Primitive**) [6]
                0.00    0.01 1245008/2468060     Vector::Vector(Vector, Vector) [22]
[27]     3.5    0.00    0.01 2468060         Vector::operator-(Vector const&) const [27]
                0.01    0.00 2468060/9622893     Vector::Vector(float, float, float) [9]
-----------------------------------------------
                0.00    0.00 1262836/3094536     RayTracer::fullScale(Vector, Vector, Vector, Primitive*, int) <cycle 1> [4]
                0.01    0.00 1831700/3094536     Sphere::rayIntersection(Ray*, Primitive**) [6]
[28]     3.4    0.01    0.00 3094536         Vector::dotPoint(Vector) const [28]
-----------------------------------------------
                0.01    0.00  329157/329157      RayTracer::fullScale(Vector, Vector, Vector, Primitive*, int) <cycle 1> [4]
[29]     3.4    0.01    0.00  329157         __gnu_cxx::__enable_if<std::__is_integer<unsigned int>::__value, double>::__type std::sqrt<unsigned int>(unsigned int) [29]
-----------------------------------------------
                0.00    0.00       3/2182817     RayTracer::ScreenItrInfo() [34]
                0.00    0.00  307200/2182817     RayTracer::trace(int) [1]
                0.00    0.00  659690/2182817     Ray::setP() [26]
                0.00    0.01 1215924/2182817     RayTracer::fullScale(Vector, Vector, Vector, Primitive*, int) <cycle 1> [4]
[30]     3.1    0.00    0.01 2182817         Vector::operator+(Vector const&) const [30]
                0.01    0.00 2182817/9622893     Vector::Vector(float, float, float) [9]
-----------------------------------------------
                0.00    0.01  329157/329157      RayTracer::fullScale(Vector, Vector, Vector, Primitive*, int) <cycle 1> [4]
[31]     2.8    0.00    0.01  329157         Ray::Ray(Vector, Vector, float) [31]
                0.00    0.01  329157/659690      Ray::setP() [26]
                0.00    0.00  987471/8900985     Vector::Vector() [13]
-----------------------------------------------
                0.00    0.00       1/329160      readLight(Scene*) [35]
                0.00    0.00       1/329160      void __gnu_cxx::new_allocator<Light>::construct<Light, Light const&>(Light*, Light const&) [53]
                0.00    0.01  329158/329160      void std::_Construct<Light, Light const&>(Light*, Light const&) [18]
[32]     2.6    0.00    0.01  329160         Light::Light(Light const&) [32]
                0.01    0.00  329160/987485      Color::Color() [16]
                0.00    0.00  329160/8900985     Vector::Vector() [13]
-----------------------------------------------
                                                 <spontaneous>
[33]     0.0    0.00    0.00                 _fu0___ZTIi [33]
                0.00    0.00       1/1           RayTracer::ScreenItrInfo() [34]
                0.00    0.00       1/1           readLight(Scene*) [35]
                0.00    0.00       1/1           readSphere(Scene*, Properties) [36]
                0.00    0.00       1/1           Scene::operator=(Scene const&) [37]
                0.00    0.00       1/1           readProperties() [47]
                0.00    0.00       1/2           Scene::Scene() [46]
                0.00    0.00       1/2           Properties::Properties() [45]
                0.00    0.00       1/1           readBackground(Scene*) [57]
                0.00    0.00       1/2           Properties::Properties(Properties const&) [44]
                0.00    0.00       1/2           Observer::Observer() [60]
                0.00    0.00       1/1           readObserver(Observer*, char*, _iobuf*) [63]
                0.00    0.00       1/2           Screen::Screen() [129]
                0.00    0.00       1/1           readScreen(Screen*) [174]
                0.00    0.00       1/2           Scene::~Scene() [128]
-----------------------------------------------
                0.00    0.00       1/1           _fu0___ZTIi [33]
[34]     0.0    0.00    0.00       1         RayTracer::ScreenItrInfo() [34]
                0.00    0.00       6/3119731     Vector::operator*(float const&) const [8]
                0.00    0.00       2/1852283     Vector::normalize() [10]
                0.00    0.00       6/8754843     Vector::Vector(Vector const&) [14]
                0.00    0.00       3/2182817     Vector::operator+(Vector const&) const [30]
                0.00    0.00       1/1245008     Vector::Vector(Vector, Vector) [22]
                0.00    0.00       2/2           Vector::cross(Vector) const [62]
                0.00    0.00       2/2468060     Vector::operator-(Vector const&) const [27]
-----------------------------------------------
                0.00    0.00       1/1           _fu0___ZTIi [33]
[35]     0.0    0.00    0.00       1         readLight(Scene*) [35]
                0.00    0.00       1/1           Light::Light(Color, Vector) [51]
                0.00    0.00       1/329160      Light::Light(Light const&) [32]
                0.00    0.00       1/1           Scene::addLight(Light) [52]
                0.00    0.00       1/987485      Color::Color() [16]
                0.00    0.00       1/8754843     Vector::Vector(Vector const&) [14]
                0.00    0.00       1/8900985     Vector::Vector() [13]
                0.00    0.00       1/1173388     Color::Color(Color const&) [70]
-----------------------------------------------
                0.00    0.00       1/1           _fu0___ZTIi [33]
[36]     0.0    0.00    0.00       1         readSphere(Scene*, Properties) [36]
                0.00    0.00       1/1           Scene::addPrimitive(Primitive*) [40]
                0.00    0.00       1/1           Sphere::Sphere(Vector, float, Properties) [50]
                0.00    0.00       1/2           Properties::Properties(Properties const&) [44]
                0.00    0.00       1/8754843     Vector::Vector(Vector const&) [14]
                0.00    0.00       1/8900985     Vector::Vector() [13]
-----------------------------------------------
                0.00    0.00       1/1           _fu0___ZTIi [33]
[37]     0.0    0.00    0.00       1         Scene::operator=(Scene const&) [37]
                0.00    0.00       1/1           std::vector<Light, std::allocator<Light> >::operator=(std::vector<Light, std::allocator<Light> > const&) [39]
                0.00    0.00       1/1           std::vector<Primitive*, std::allocator<Primitive*> >::operator=(std::vector<Primitive*, std::allocator<Primitive*> > const&) [61]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Light, std::allocator<Light> >::operator=(std::vector<Light, std::allocator<Light> > const&) [39]
[38]     0.0    0.00    0.00       1         Light* std::vector<Light, std::allocator<Light> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > > >(unsigned int, __gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, __gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >) [38]
                0.00    0.00       1/329158      Light* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, Light*, Light>(__gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, __gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, Light*, std::allocator<Light>&) [20]
                0.00    0.00       1/329159      std::_Vector_base<Light, std::allocator<Light> >::_M_allocate(unsigned int) [89]
                0.00    0.00       1/658321      std::_Vector_base<Light, std::allocator<Light> >::_M_get_Tp_allocator() [72]
-----------------------------------------------
                0.00    0.00       1/1           Scene::operator=(Scene const&) [37]
[39]     0.0    0.00    0.00       1         std::vector<Light, std::allocator<Light> >::operator=(std::vector<Light, std::allocator<Light> > const&) [39]
                0.00    0.00       1/1           Light* std::vector<Light, std::allocator<Light> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > > >(unsigned int, __gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, __gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >) [38]
                0.00    0.00       1/1           __gnu_cxx::__alloc_traits<std::allocator<Light>, Light>::_S_propagate_on_copy_assign() [179]
                0.00    0.00       1/1316633     std::vector<Light, std::allocator<Light> >::size() const [68]
                0.00    0.00       1/1           std::vector<Light, std::allocator<Light> >::capacity() const [184]
                0.00    0.00       1/329158      std::vector<Light, std::allocator<Light> >::end() const [97]
                0.00    0.00       1/329158      std::vector<Light, std::allocator<Light> >::begin() const [98]
                0.00    0.00       1/658321      std::_Vector_base<Light, std::allocator<Light> >::_M_get_Tp_allocator() [72]
                0.00    0.00       1/329161      void std::_Destroy<Light*, Light>(Light*, Light*, std::allocator<Light>&) [83]
                0.00    0.00       1/329161      std::_Vector_base<Light, std::allocator<Light> >::_M_deallocate(Light*, unsigned int) [80]
-----------------------------------------------
                0.00    0.00       1/1           readSphere(Scene*, Properties) [36]
[40]     0.0    0.00    0.00       1         Scene::addPrimitive(Primitive*) [40]
                0.00    0.00       1/1           std::vector<Primitive*, std::allocator<Primitive*> >::push_back(Primitive* const&) [43]
-----------------------------------------------
                0.00    0.00       1/1           void std::vector<Primitive*, std::allocator<Primitive*> >::_M_realloc_insert<Primitive* const&>(__gnu_cxx::__normal_iterator<Primitive**, std::vector<Primitive*, std::allocator<Primitive*> > >, Primitive* const&) [42]
[41]     0.0    0.00    0.00       1         std::vector<Primitive*, std::allocator<Primitive*> >::_M_check_len(unsigned int, char const*) const [41]
                0.00    0.00       4/1831705     std::vector<Primitive*, std::allocator<Primitive*> >::size() const [15]
                0.00    0.00       2/2           std::vector<Primitive*, std::allocator<Primitive*> >::max_size() const [141]
                0.00    0.00       1/2           unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) [172]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Primitive*, std::allocator<Primitive*> >::push_back(Primitive* const&) [43]
[42]     0.0    0.00    0.00       1         void std::vector<Primitive*, std::allocator<Primitive*> >::_M_realloc_insert<Primitive* const&>(__gnu_cxx::__normal_iterator<Primitive**, std::vector<Primitive*, std::allocator<Primitive*> > >, Primitive* const&) [42]
                0.00    0.00       1/1           std::vector<Primitive*, std::allocator<Primitive*> >::_M_check_len(unsigned int, char const*) const [41]
                0.00    0.00       3/7           std::_Vector_base<Primitive*, std::allocator<Primitive*> >::_M_get_Tp_allocator() [112]
                0.00    0.00       2/4           __gnu_cxx::__normal_iterator<Primitive**, std::vector<Primitive*, std::allocator<Primitive*> > >::base() const [116]
                0.00    0.00       2/2           Primitive** std::__uninitialized_move_if_noexcept_a<Primitive**, Primitive**, std::allocator<Primitive*> >(Primitive**, Primitive**, Primitive**, std::allocator<Primitive*>&) [171]
                0.00    0.00       1/1           std::vector<Primitive*, std::allocator<Primitive*> >::begin() [195]
                0.00    0.00       1/1           __gnu_cxx::__normal_iterator<Primitive**, std::vector<Primitive*, std::allocator<Primitive*> > >::difference_type __gnu_cxx::operator-<Primitive**, std::vector<Primitive*, std::allocator<Primitive*> > >(__gnu_cxx::__normal_iterator<Primitive**, std::vector<Primitive*, std::allocator<Primitive*> > > const&, __gnu_cxx::__normal_iterator<Primitive**, std::vector<Primitive*, std::allocator<Primitive*> > > const&) [182]
                0.00    0.00       1/2           std::_Vector_base<Primitive*, std::allocator<Primitive*> >::_M_allocate(unsigned int) [148]
                0.00    0.00       1/3           Primitive* const& std::forward<Primitive* const&>(std::remove_reference<Primitive* const&>::type&) [127]
                0.00    0.00       1/1           void std::allocator_traits<std::allocator<Primitive*> >::construct<Primitive*, Primitive* const&>(std::allocator<Primitive*>&, Primitive**, Primitive* const&) [189]
                0.00    0.00       1/4           void std::_Destroy<Primitive**, Primitive*>(Primitive**, Primitive**, std::allocator<Primitive*>&) [126]
                0.00    0.00       1/4           std::_Vector_base<Primitive*, std::allocator<Primitive*> >::_M_deallocate(Primitive**, unsigned int) [119]
-----------------------------------------------
                0.00    0.00       1/1           Scene::addPrimitive(Primitive*) [40]
[43]     0.0    0.00    0.00       1         std::vector<Primitive*, std::allocator<Primitive*> >::push_back(Primitive* const&) [43]
                0.00    0.00       1/1           void std::vector<Primitive*, std::allocator<Primitive*> >::_M_realloc_insert<Primitive* const&>(__gnu_cxx::__normal_iterator<Primitive**, std::vector<Primitive*, std::allocator<Primitive*> > >, Primitive* const&) [42]
                0.00    0.00       1/1           std::vector<Primitive*, std::allocator<Primitive*> >::end() [194]
-----------------------------------------------
                0.00    0.00       1/2           readSphere(Scene*, Properties) [36]
                0.00    0.00       1/2           _fu0___ZTIi [33]
[44]     0.0    0.00    0.00       2         Properties::Properties(Properties const&) [44]
                0.00    0.00       2/987485      Color::Color() [16]
-----------------------------------------------
                0.00    0.00       1/2           _fu0___ZTIi [33]
                0.00    0.00       1/2           Primitive::Primitive() [59]
[45]     0.0    0.00    0.00       2         Properties::Properties() [45]
                0.00    0.00       2/987485      Color::Color() [16]
-----------------------------------------------
                0.00    0.00       1/2           _fu0___ZTIi [33]
                0.00    0.00       1/2           RayTracer::RayTracer() [48]
[46]     0.0    0.00    0.00       2         Scene::Scene() [46]
                0.00    0.00       2/987485      Color::Color() [16]
                0.00    0.00       2/2           std::vector<Primitive*, std::allocator<Primitive*> >::vector() [160]
                0.00    0.00       2/2           std::vector<Light, std::allocator<Light> >::vector() [159]
-----------------------------------------------
                0.00    0.00       1/1           _fu0___ZTIi [33]
[47]     0.0    0.00    0.00       1         readProperties() [47]
                0.00    0.00       1/987485      Color::Color() [16]
                0.00    0.00       1/1           Properties::Properties(Color, float, float, float, float, float) [58]
                0.00    0.00       1/1173388     Color::Color(Color const&) [70]
-----------------------------------------------
                0.00    0.00       1/1           main [49]
[48]     0.0    0.00    0.00       1         RayTracer::RayTracer() [48]
                0.00    0.00       1/2           Scene::Scene() [46]
                0.00    0.00       1/2           Observer::Observer() [60]
                0.00    0.00       1/1           ScreenItr::ScreenItr() [64]
                0.00    0.00       1/2           Screen::Screen() [129]
-----------------------------------------------
                                                 <spontaneous>
[49]     0.0    0.00    0.00                 main [49]
                0.00    0.00       1/1           RayTracer::RayTracer() [48]
                0.00    0.00       1/1           parseArguments(int, char**) [175]
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [203]
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [202]
-----------------------------------------------
                0.00    0.00       1/1           readSphere(Scene*, Properties) [36]
[50]     0.0    0.00    0.00       1         Sphere::Sphere(Vector, float, Properties) [50]
                0.00    0.00       1/1           Primitive::Primitive() [59]
                0.00    0.00       1/8900985     Vector::Vector() [13]
-----------------------------------------------
                0.00    0.00       1/1           readLight(Scene*) [35]
[51]     0.0    0.00    0.00       1         Light::Light(Color, Vector) [51]
                0.00    0.00       1/987485      Color::Color() [16]
                0.00    0.00       1/8900985     Vector::Vector() [13]
-----------------------------------------------
                0.00    0.00       1/1           readLight(Scene*) [35]
[52]     0.0    0.00    0.00       1         Scene::addLight(Light) [52]
                0.00    0.00       1/1           std::vector<Light, std::allocator<Light> >::push_back(Light const&) [56]
-----------------------------------------------
                0.00    0.00       1/1           void std::allocator_traits<std::allocator<Light> >::construct<Light, Light const&>(std::allocator<Light>&, Light*, Light const&) [54]
[53]     0.0    0.00    0.00       1         void __gnu_cxx::new_allocator<Light>::construct<Light, Light const&>(Light*, Light const&) [53]
                0.00    0.00       1/329160      Light::Light(Light const&) [32]
                0.00    0.00       1/329161      Light const& std::forward<Light const&>(std::remove_reference<Light const&>::type&) [81]
                0.00    0.00       1/329160      operator new(unsigned int, void*) [84]
-----------------------------------------------
                0.00    0.00       1/1           void std::vector<Light, std::allocator<Light> >::_M_realloc_insert<Light const&>(__gnu_cxx::__normal_iterator<Light*, std::vector<Light, std::allocator<Light> > >, Light const&) [55]
[54]     0.0    0.00    0.00       1         void std::allocator_traits<std::allocator<Light> >::construct<Light, Light const&>(std::allocator<Light>&, Light*, Light const&) [54]
                0.00    0.00       1/1           void __gnu_cxx::new_allocator<Light>::construct<Light, Light const&>(Light*, Light const&) [53]
                0.00    0.00       1/329161      Light const& std::forward<Light const&>(std::remove_reference<Light const&>::type&) [81]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Light, std::allocator<Light> >::push_back(Light const&) [56]
[55]     0.0    0.00    0.00       1         void std::vector<Light, std::allocator<Light> >::_M_realloc_insert<Light const&>(__gnu_cxx::__normal_iterator<Light*, std::vector<Light, std::allocator<Light> > >, Light const&) [55]
                0.00    0.00       1/1           void std::allocator_traits<std::allocator<Light> >::construct<Light, Light const&>(std::allocator<Light>&, Light*, Light const&) [54]
                0.00    0.00       3/658321      std::_Vector_base<Light, std::allocator<Light> >::_M_get_Tp_allocator() [72]
                0.00    0.00       2/4           __gnu_cxx::__normal_iterator<Light*, std::vector<Light, std::allocator<Light> > >::base() const [115]
                0.00    0.00       2/2           Light* std::__uninitialized_move_if_noexcept_a<Light*, Light*, std::allocator<Light> >(Light*, Light*, Light*, std::allocator<Light>&) [170]
                0.00    0.00       1/1           std::vector<Light, std::allocator<Light> >::_M_check_len(unsigned int, char const*) const [183]
                0.00    0.00       1/1           std::vector<Light, std::allocator<Light> >::begin() [192]
                0.00    0.00       1/1           __gnu_cxx::__normal_iterator<Light*, std::vector<Light, std::allocator<Light> > >::difference_type __gnu_cxx::operator-<Light*, std::vector<Light, std::allocator<Light> > >(__gnu_cxx::__normal_iterator<Light*, std::vector<Light, std::allocator<Light> > > const&, __gnu_cxx::__normal_iterator<Light*, std::vector<Light, std::allocator<Light> > > const&) [181]
                0.00    0.00       1/329159      std::_Vector_base<Light, std::allocator<Light> >::_M_allocate(unsigned int) [89]
                0.00    0.00       1/329161      Light const& std::forward<Light const&>(std::remove_reference<Light const&>::type&) [81]
                0.00    0.00       1/329161      void std::_Destroy<Light*, Light>(Light*, Light*, std::allocator<Light>&) [83]
                0.00    0.00       1/329161      std::_Vector_base<Light, std::allocator<Light> >::_M_deallocate(Light*, unsigned int) [80]
-----------------------------------------------
                0.00    0.00       1/1           Scene::addLight(Light) [52]
[56]     0.0    0.00    0.00       1         std::vector<Light, std::allocator<Light> >::push_back(Light const&) [56]
                0.00    0.00       1/1           void std::vector<Light, std::allocator<Light> >::_M_realloc_insert<Light const&>(__gnu_cxx::__normal_iterator<Light*, std::vector<Light, std::allocator<Light> > >, Light const&) [55]
                0.00    0.00       1/1           std::vector<Light, std::allocator<Light> >::end() [191]
-----------------------------------------------
                0.00    0.00       1/1           _fu0___ZTIi [33]
[57]     0.0    0.00    0.00       1         readBackground(Scene*) [57]
                0.00    0.00       1/987485      Color::Color() [16]
-----------------------------------------------
                0.00    0.00       1/1           readProperties() [47]
[58]     0.0    0.00    0.00       1         Properties::Properties(Color, float, float, float, float, float) [58]
                0.00    0.00       1/987485      Color::Color() [16]
-----------------------------------------------
                0.00    0.00       1/1           Sphere::Sphere(Vector, float, Properties) [50]
[59]     0.0    0.00    0.00       1         Primitive::Primitive() [59]
                0.00    0.00       1/2           Properties::Properties() [45]
-----------------------------------------------
                0.00    0.00       1/2           _fu0___ZTIi [33]
                0.00    0.00       1/2           RayTracer::RayTracer() [48]
[60]     0.0    0.00    0.00       2         Observer::Observer() [60]
                0.00    0.00       6/8900985     Vector::Vector() [13]
-----------------------------------------------
                0.00    0.00       1/1           Scene::operator=(Scene const&) [37]
[61]     0.0    0.00    0.00       1         std::vector<Primitive*, std::allocator<Primitive*> >::operator=(std::vector<Primitive*, std::allocator<Primitive*> > const&) [61]
                0.00    0.00       1/1831705     std::vector<Primitive*, std::allocator<Primitive*> >::size() const [15]
                0.00    0.00       1/1           __gnu_cxx::__alloc_traits<std::allocator<Primitive*>, Primitive*>::_S_propagate_on_copy_assign() [180]
                0.00    0.00       1/1           std::vector<Primitive*, std::allocator<Primitive*> >::capacity() const [187]
                0.00    0.00       1/1           std::vector<Primitive*, std::allocator<Primitive*> >::end() const [185]
                0.00    0.00       1/1           std::vector<Primitive*, std::allocator<Primitive*> >::begin() const [186]
                0.00    0.00       1/1           Primitive** std::vector<Primitive*, std::allocator<Primitive*> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<Primitive* const*, std::vector<Primitive*, std::allocator<Primitive*> > > >(unsigned int, __gnu_cxx::__normal_iterator<Primitive* const*, std::vector<Primitive*, std::allocator<Primitive*> > >, __gnu_cxx::__normal_iterator<Primitive* const*, std::vector<Primitive*, std::allocator<Primitive*> > >) [193]
                0.00    0.00       1/7           std::_Vector_base<Primitive*, std::allocator<Primitive*> >::_M_get_Tp_allocator() [112]
                0.00    0.00       1/4           void std::_Destroy<Primitive**, Primitive*>(Primitive**, Primitive**, std::allocator<Primitive*>&) [126]
                0.00    0.00       1/4           std::_Vector_base<Primitive*, std::allocator<Primitive*> >::_M_deallocate(Primitive**, unsigned int) [119]
-----------------------------------------------
                0.00    0.00       2/2           RayTracer::ScreenItrInfo() [34]
[62]     0.0    0.00    0.00       2         Vector::cross(Vector) const [62]
                0.00    0.00       2/9622893     Vector::Vector(float, float, float) [9]
-----------------------------------------------
                0.00    0.00       1/1           _fu0___ZTIi [33]
[63]     0.0    0.00    0.00       1         readObserver(Observer*, char*, _iobuf*) [63]
                0.00    0.00       3/8900985     Vector::Vector() [13]
-----------------------------------------------
                0.00    0.00       1/1           RayTracer::RayTracer() [48]
[64]     0.0    0.00    0.00       1         ScreenItr::ScreenItr() [64]
                0.00    0.00       3/8900985     Vector::Vector() [13]
-----------------------------------------------
                0.00    0.00  682715/2534998     Sphere::rayIntersection(Ray*, Primitive**) [6]
                0.00    0.00 1852283/2534998     Vector::lenght() [67]
[66]     0.0    0.00    0.00 2534998         std::sqrt(float) [66]
-----------------------------------------------
                0.00    0.00 1852283/1852283     Vector::normalize() [10]
[67]     0.0    0.00    0.00 1852283         Vector::lenght() [67]
                0.00    0.00 1852283/2534998     std::sqrt(float) [66]
-----------------------------------------------
                0.00    0.00       1/1316633     std::vector<Light, std::allocator<Light> >::operator=(std::vector<Light, std::allocator<Light> > const&) [39]
                0.00    0.00       4/1316633     std::vector<Light, std::allocator<Light> >::_M_check_len(unsigned int, char const*) const [183]
