Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       2/329159      std::vector<Light, std::allocator<Light> >::max_size() const [140]
                0.00    0.00  329157/329159      std::vector<Light, std::allocator<Light> >::vector(std::vector<Light, std::allocator<Light> > const&) [21]
[87]     0.0    0.00    0.00  329159         std::_Vector_base<Light, std::allocator<Light> >::_M_get_Tp_allocator() const [87]
-----------------------------------------------
                0.00    0.00  329159/329159      std::_Vector_base<Light, std::allocator<Light> >::_Vector_impl::~_Vector_impl() [90]
[88]     0.0    0.00    0.00  329159         std::allocator<Light>::~allocator() [88]
                0.00    0.00  329159/658316      __gnu_cxx::new_allocator<Light>::~new_allocator() [73]
-----------------------------------------------
                0.00    0.00       1/329159      void std::vector<Light, std::allocator<Light> >::_M_realloc_insert<Light const&>(__gnu_cxx::__normal_iterator<Light*, std::vector<Light, std::allocator<Light> > >, Light const&) [55]
                0.00    0.00       1/329159      Light* std::vector<Light, std::allocator<Light> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > > >(unsigned int, __gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, __gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >) [38]
                0.00    0.00  329157/329159      std::_Vector_base<Light, std::allocator<Light> >::_M_create_storage(unsigned int) [105]
[89]     0.0    0.00    0.00  329159         std::_Vector_base<Light, std::allocator<Light> >::_M_allocate(unsigned int) [89]
                0.00    0.00  329159/329159      std::allocator_traits<std::allocator<Light> >::allocate(std::allocator<Light>&, unsigned int) [93]
-----------------------------------------------
                0.00    0.00  329159/329159      std::_Vector_base<Light, std::allocator<Light> >::~_Vector_base() [91]
[90]     0.0    0.00    0.00  329159         std::_Vector_base<Light, std::allocator<Light> >::_Vector_impl::~_Vector_impl() [90]
                0.00    0.00  329159/329159      std::allocator<Light>::~allocator() [88]
-----------------------------------------------
                0.00    0.00  329159/329159      std::vector<Light, std::allocator<Light> >::~vector() [94]
[91]     0.0    0.00    0.00  329159         std::_Vector_base<Light, std::allocator<Light> >::~_Vector_base() [91]
                0.00    0.00  329159/329161      std::_Vector_base<Light, std::allocator<Light> >::_M_deallocate(Light*, unsigned int) [80]
                0.00    0.00  329159/329159      std::_Vector_base<Light, std::allocator<Light> >::_Vector_impl::~_Vector_impl() [90]
-----------------------------------------------
                0.00    0.00  329159/329159      std::_Vector_base<Light, std::allocator<Light> >::_M_deallocate(Light*, unsigned int) [80]
[92]     0.0    0.00    0.00  329159         std::allocator_traits<std::allocator<Light> >::deallocate(std::allocator<Light>&, Light*, unsigned int) [92]
                0.00    0.00  329159/329159      __gnu_cxx::new_allocator<Light>::deallocate(Light*, unsigned int) [85]
-----------------------------------------------
                0.00    0.00  329159/329159      std::_Vector_base<Light, std::allocator<Light> >::_M_allocate(unsigned int) [89]
[93]     0.0    0.00    0.00  329159         std::allocator_traits<std::allocator<Light> >::allocate(std::allocator<Light>&, unsigned int) [93]
                0.00    0.00  329159/329159      __gnu_cxx::new_allocator<Light>::allocate(unsigned int, void const*) [86]
-----------------------------------------------
                0.00    0.00       2/329159      Scene::~Scene() [128]
                0.00    0.00  329157/329159      RayTracer::fullScale(Vector, Vector, Vector, Primitive*, int) <cycle 1> [4]
[94]     0.0    0.00    0.00  329159         std::vector<Light, std::allocator<Light> >::~vector() [94]
                0.00    0.00  329159/658321      std::_Vector_base<Light, std::allocator<Light> >::_M_get_Tp_allocator() [72]
                0.00    0.00  329159/329161      void std::_Destroy<Light*, Light>(Light*, Light*, std::allocator<Light>&) [83]
                0.00    0.00  329159/329159      std::_Vector_base<Light, std::allocator<Light> >::~_Vector_base() [91]
-----------------------------------------------
                0.00    0.00  329158/329158      Light* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, Light*>(__gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, __gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, Light*) [17]
[95]     0.0    0.00    0.00  329158         __gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >::operator++() [95]
-----------------------------------------------
                0.00    0.00  329158/329158      Light* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, Light*>(__gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, __gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, Light*) [17]
[96]     0.0    0.00    0.00  329158         __gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >::operator*() const [96]
-----------------------------------------------
                0.00    0.00       1/329158      std::vector<Light, std::allocator<Light> >::operator=(std::vector<Light, std::allocator<Light> > const&) [39]
                0.00    0.00  329157/329158      std::vector<Light, std::allocator<Light> >::vector(std::vector<Light, std::allocator<Light> > const&) [21]
[97]     0.0    0.00    0.00  329158         std::vector<Light, std::allocator<Light> >::end() const [97]
                0.00    0.00  329158/658316      __gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >::__normal_iterator(Light const* const&) [74]
-----------------------------------------------
                0.00    0.00       1/329158      std::vector<Light, std::allocator<Light> >::operator=(std::vector<Light, std::allocator<Light> > const&) [39]
                0.00    0.00  329157/329158      std::vector<Light, std::allocator<Light> >::vector(std::vector<Light, std::allocator<Light> > const&) [21]
[98]     0.0    0.00    0.00  329158         std::vector<Light, std::allocator<Light> >::begin() const [98]
                0.00    0.00  329158/658316      __gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >::__normal_iterator(Light const* const&) [74]
-----------------------------------------------
                0.00    0.00  329158/329158      Light* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, Light*>(__gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, __gnu_cxx::__normal_iterator<Light const*, std::vector<Light, std::allocator<Light> > >, Light*) [17]
[99]     0.0    0.00    0.00  329158         Light* std::__addressof<Light>(Light&) [99]
-----------------------------------------------
                0.00    0.00  329157/329157      std::vector<Light, std::allocator<Light> >::vector(std::vector<Light, std::allocator<Light> > const&) [21]
[100]    0.0    0.00    0.00  329157         __gnu_cxx::__alloc_traits<std::allocator<Light>, Light>::_S_select_on_copy(std::allocator<Light> const&) [100]
                0.00    0.00  329157/329157      std::allocator_traits<std::allocator<Light> >::select_on_container_copy_construction(std::allocator<Light> const&) [107]
-----------------------------------------------
                0.00    0.00  329157/329157      std::allocator_traits<std::allocator<Light> >::select_on_container_copy_construction(std::allocator<Light> const&) [107]
[101]    0.0    0.00    0.00  329157         std::allocator<Light>::allocator(std::allocator<Light> const&) [101]
                0.00    0.00  329157/658314      __gnu_cxx::new_allocator<Light>::new_allocator(__gnu_cxx::new_allocator<Light> const&) [76]
-----------------------------------------------
                0.00    0.00  329157/329157      std::_Vector_base<Light, std::allocator<Light> >::_Vector_impl::_Vector_impl(std::allocator<Light> const&) [104]
[102]    0.0    0.00    0.00  329157         std::allocator<Light>::allocator(std::allocator<Light> const&) [102]
                0.00    0.00  329157/658314      __gnu_cxx::new_allocator<Light>::new_allocator(__gnu_cxx::new_allocator<Light> const&) [76]
-----------------------------------------------
                0.00    0.00  329157/329157      std::vector<Light, std::allocator<Light> >::vector(std::vector<Light, std::allocator<Light> > const&) [21]
[103]    0.0    0.00    0.00  329157         std::allocator<Light>::~allocator() [103]
                0.00    0.00  329157/658316      __gnu_cxx::new_allocator<Light>::~new_allocator() [73]
-----------------------------------------------
                0.00    0.00  329157/329157      std::_Vector_base<Light, std::allocator<Light> >::_Vector_base(unsigned int, std::allocator<Light> const&) [106]
[104]    0.0    0.00    0.00  329157         std::_Vector_base<Light, std::allocator<Light> >::_Vector_impl::_Vector_impl(std::allocator<Light> const&) [104]
                0.00    0.00  329157/329157      std::allocator<Light>::allocator(std::allocator<Light> const&) [102]
-----------------------------------------------
                0.00    0.00  329157/329157      std::_Vector_base<Light, std::allocator<Light> >::_Vector_base(unsigned int, std::allocator<Light> const&) [106]
[105]    0.0    0.00    0.00  329157         std::_Vector_base<Light, std::allocator<Light> >::_M_create_storage(unsigned int) [105]
                0.00    0.00  329157/329159      std::_Vector_base<Light, std::allocator<Light> >::_M_allocate(unsigned int) [89]
-----------------------------------------------
                0.00    0.00  329157/329157      std::vector<Light, std::allocator<Light> >::vector(std::vector<Light, std::allocator<Light> > const&) [21]
[106]    0.0    0.00    0.00  329157         std::_Vector_base<Light, std::allocator<Light> >::_Vector_base(unsigned int, std::allocator<Light> const&) [106]
                0.00    0.00  329157/329157      std::_Vector_base<Light, std::allocator<Light> >::_Vector_impl::_Vector_impl(std::allocator<Light> const&) [104]
                0.00    0.00  329157/329157      std::_Vector_base<Light, std::allocator<Light> >::_M_create_storage(unsigned int) [105]
-----------------------------------------------
                0.00    0.00  329157/329157      __gnu_cxx::__alloc_traits<std::allocator<Light>, Light>::_S_select_on_copy(std::allocator<Light> const&) [100]
[107]    0.0    0.00    0.00  329157         std::allocator_traits<std::allocator<Light> >::select_on_container_copy_construction(std::allocator<Light> const&) [107]
                0.00    0.00  329157/329157      std::allocator<Light>::allocator(std::allocator<Light> const&) [101]
-----------------------------------------------
                0.00    0.00  329157/329157      RayTracer::fullScale(Vector, Vector, Vector, Primitive*, int) <cycle 1> [4]
[108]    0.0    0.00    0.00  329157         std::vector<Light, std::allocator<Light> >::operator[](unsigned int) [108]
-----------------------------------------------
                0.00    0.00  327781/327781      RayTracer::fullScale(Vector, Vector, Vector, Primitive*, int) <cycle 1> [4]
[109]    0.0    0.00    0.00  327781         __gnu_cxx::__promote_2<double, float, __gnu_cxx::__promote<double, std::__is_integer<double>::__value>::__type, __gnu_cxx::__promote<float, std::__is_integer<float>::__value>::__type>::__type std::pow<double, float>(double, float) [109]
-----------------------------------------------
                0.00    0.00  307200/307200      Color::operator*(float const&) const [111]
[110]    0.0    0.00    0.00  307200         Color::Color(float, float, float) [110]
-----------------------------------------------
                0.00    0.00  307200/307200      RayTracer::trace(int) [1]
[111]    0.0    0.00    0.00  307200         Color::operator*(float const&) const [111]
                0.00    0.00  307200/307200      Color::Color(float, float, float) [110]
-----------------------------------------------
                0.00    0.00       1/7           Primitive** std::vector<Primitive*, std::allocator<Primitive*> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<Primitive* const*, std::vector<Primitive*, std::allocator<Primitive*> > > >(unsigned int, __gnu_cxx::__normal_iterator<Primitive* const*, std::vector<Primitive*, std::allocator<Primitive*> > >, __gnu_cxx::__normal_iterator<Primitive* const*, std::vector<Primitive*, std::allocator<Primitive*> > >) [193]
                0.00    0.00       1/7           std::vector<Primitive*, std::allocator<Primitive*> >::operator=(std::vector<Primitive*, std::allocator<Primitive*> > const&) [61]
                0.00    0.00       2/7           std::vector<Primitive*, std::allocator<Primitive*> >::~vector() [161]
                0.00    0.00       3/7           void std::vector<Primitive*, std::allocator<Primitive*> >::_M_realloc_insert<Primitive* const&>(__gnu_cxx::__normal_iterator<Primitive**, std::vector<Primitive*, std::allocator<Primitive*> > >, Primitive* const&) [42]
[112]    0.0    0.00    0.00       7         std::_Vector_base<Primitive*, std::allocator<Primitive*> >::_M_get_Tp_allocator() [112]
-----------------------------------------------
                0.00    0.00       1/7           Primitive** std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<Primitive* const*, std::vector<Primitive*, std::allocator<Primitive*> > >, Primitive**>(__gnu_cxx::__normal_iterator<Primitive* const*, std::vector<Primitive*, std::allocator<Primitive*> > >, __gnu_cxx::__normal_iterator<Primitive* const*, std::vector<Primitive*, std::allocator<Primitive*> > >, Primitive**) [197]
                0.00    0.00       6/7           Primitive** std::__copy_move_a2<true, Primitive**, Primitive**>(Primitive**, Primitive**, Primitive**) [165]
[113]    0.0    0.00    0.00       7         Primitive** std::__niter_base<Primitive**>(Primitive**) [113]
-----------------------------------------------
                0.00    0.00       2/4           __gnu_cxx::new_allocator<Primitive*>::allocate(unsigned int, void const*) [132]
                0.00    0.00       2/4           std::allocator_traits<std::allocator<Primitive*> >::max_size(std::allocator<Primitive*> const&) [156]
[114]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<Primitive*>::max_size() const [114]
-----------------------------------------------
                0.00    0.00       2/4           __gnu_cxx::__normal_iterator<Light*, std::vector<Light, std::allocator<Light> > >::difference_type __gnu_cxx::operator-<Light*, std::vector<Light, std::allocator<Light> > >(__gnu_cxx::__normal_iterator<Light*, std::vector<Light, std::allocator<Light> > > const&, __gnu_cxx::__normal_iterator<Light*, std::vector<Light, std::allocator<Light> > > const&) [181]
                0.00    0.00       2/4           void std::vector<Light, std::allocator<Light> >::_M_realloc_insert<Light const&>(__gnu_cxx::__normal_iterator<Light*, std::vector<Light, std::allocator<Light> > >, Light const&) [55]
[115]    0.0    0.00    0.00       4         __gnu_cxx::__normal_iterator<Light*, std::vector<Light, std::allocator<Light> > >::base() const [115]
-----------------------------------------------
                0.00    0.00       2/4           __gnu_cxx::__normal_iterator<Primitive**, std::vector<Primitive*, std::allocator<Primitive*> > >::difference_type __gnu_cxx::operator-<Primitive**, std::vector<Primitive*, std::allocator<Primitive*> > >(__gnu_cxx::__normal_iterator<Primitive**, std::vector<Primitive*, std::allocator<Primitive*> > > const&, __gnu_cxx::__normal_iterator<Primitive**, std::vector<Primitive*, std::allocator<Primitive*> > > const&) [182]
                0.00    0.00       2/4           void std::vector<Primitive*, std::allocator<Primitive*> >::_M_realloc_insert<Primitive* const&>(__gnu_cxx::__normal_iterator<Primitive**, std::vector<Primitive*, std::allocator<Primitive*> > >, Primitive* const&) [42]
[116]    0.0    0.00    0.00       4         __gnu_cxx::__normal_iterator<Primitive**, std::vector<Primitive*, std::allocator<Primitive*> > >::base() const [116]
-----------------------------------------------
                0.00    0.00       4/4           decltype (__miter_base(({parm#1}.base)())) std::__miter_base<Primitive**>(std::move_iterator<Primitive**>) [121]
[117]    0.0    0.00    0.00       4         std::move_iterator<Primitive**>::base() const [117]
-----------------------------------------------
                0.00    0.00       4/4           void std::_Destroy<Primitive**>(Primitive**, Primitive**) [125]
[118]    0.0    0.00    0.00       4         void std::_Destroy_aux<true>::__destroy<Primitive**>(Primitive**, Primitive**) [118]
-----------------------------------------------
                0.00    0.00       1/4           void std::vector<Primitive*, std::allocator<Primitive*> >::_M_realloc_insert<Primitive* const&>(__gnu_cxx::__normal_iterator<Primitive**, std::vector<Primitive*, std::allocator<Primitive*> > >, Primitive* const&) [42]
                0.00    0.00       1/4           std::vector<Primitive*, std::allocator<Primitive*> >::operator=(std::vector<Primitive*, std::allocator<Primitive*> > const&) [61]
                0.00    0.00       2/4           std::_Vector_base<Primitive*, std::allocator<Primitive*> >::~_Vector_base() [152]
[119]    0.0    0.00    0.00       4         std::_Vector_base<Primitive*, std::allocator<Primitive*> >::_M_deallocate(Primitive**, unsigned int) [119]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<Primitive*> >::deallocate(std::allocator<Primitive*>&, Primitive**, unsigned int) [154]
-----------------------------------------------
                0.00    0.00       4/4           std::move_iterator<Primitive**> std::__make_move_if_noexcept_iterator<Primitive*, std::move_iterator<Primitive**> >(Primitive**) [124]
[120]    0.0    0.00    0.00       4         std::move_iterator<Primitive**>::move_iterator(Primitive**) [120]
-----------------------------------------------
                0.00    0.00       4/4           Primitive** std::copy<std::move_iterator<Primitive**>, Primitive**>(std::move_iterator<Primitive**>, std::move_iterator<Primitive**>, Primitive**) [173]
[121]    0.0    0.00    0.00       4         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<Primitive**>(std::move_iterator<Primitive**>) [121]
                0.00    0.00       4/4           std::move_iterator<Primitive**>::base() const [117]
                0.00    0.00       4/4           Primitive** std::__miter_base<Primitive**>(Primitive**) [122]
-----------------------------------------------
                0.00    0.00       4/4           decltype (__miter_base(({parm#1}.base)())) std::__miter_base<Primitive**>(std::move_iterator<Primitive**>) [121]
[122]    0.0    0.00    0.00       4         Primitive** std::__miter_base<Primitive**>(Primitive**) [122]
-----------------------------------------------
                0.00    0.00       4/4           Light* std::__uninitialized_move_if_noexcept_a<Light*, Light*, std::allocator<Light> >(Light*, Light*, Light*, std::allocator<Light>&) [170]
[123]    0.0    0.00    0.00       4         Light const* std::__make_move_if_noexcept_iterator<Light, Light const*>(Light*) [123]
-----------------------------------------------
                0.00    0.00       4/4           Primitive** std::__uninitialized_move_if_noexcept_a<Primitive**, Primitive**, std::allocator<Primitive*> >(Primitive**, Primitive**, Primitive**, std::allocator<Primitive*>&) [171]
[124]    0.0    0.00    0.00       4         std::move_iterator<Primitive**> std::__make_move_if_noexcept_iterator<Primitive*, std::move_iterator<Primitive**> >(Primitive**) [124]
                0.00    0.00       4/4           std::move_iterator<Primitive**>::move_iterator(Primitive**) [120]
-----------------------------------------------
                0.00    0.00       4/4           void std::_Destroy<Primitive**, Primitive*>(Primitive**, Primitive**, std::allocator<Primitive*>&) [126]
[125]    0.0    0.00    0.00       4         void std::_Destroy<Primitive**>(Primitive**, Primitive**) [125]
                0.00    0.00       4/4           void std::_Destroy_aux<true>::__destroy<Primitive**>(Primitive**, Primitive**) [118]
-----------------------------------------------
                0.00    0.00       1/4           void std::vector<Primitive*, std::allocator<Primitive*> >::_M_realloc_insert<Primitive* const&>(__gnu_cxx::__normal_iterator<Primitive**, std::vector<Primitive*, std::allocator<Primitive*> > >, Primitive* const&) [42]
                0.00    0.00       1/4           std::vector<Primitive*, std::allocator<Primitive*> >::operator=(std::vector<Primitive*, std::allocator<Primitive*> > const&) [61]
                0.00    0.00       2/4           std::vector<Primitive*, std::allocator<Primitive*> >::~vector() [161]
[126]    0.0    0.00    0.00       4         void std::_Destroy<Primitive**, Primitive*>(Primitive**, Primitive**, std::allocator<Primitive*>&) [126]
                0.00    0.00       4/4           void std::_Destroy<Primitive**>(Primitive**, Primitive**) [125]
-----------------------------------------------
                0.00    0.00       1/3           void __gnu_cxx::new_allocator<Primitive*>::construct<Primitive*, Primitive* const&>(Primitive**, Primitive* const&) [178]
                0.00    0.00       1/3           void std::allocator_traits<std::allocator<Primitive*> >::construct<Primitive*, Primitive* const&>(std::allocator<Primitive*>&, Primitive**, Primitive* const&) [189]
                0.00    0.00       1/3           void std::vector<Primitive*, std::allocator<Primitive*> >::_M_realloc_insert<Primitive* const&>(__gnu_cxx::__normal_iterator<Primitive**, std::vector<Primitive*, std::allocator<Primitive*> > >, Primitive* const&) [42]
[127]    0.0    0.00    0.00       3         Primitive* const& std::forward<Primitive* const&>(std::remove_reference<Primitive* const&>::type&) [127]
-----------------------------------------------
                0.00    0.00       1/2           _fu0___ZTIi [33]
                0.00    0.00       1/2           RayTracer::~RayTracer() [177]
[128]    0.0    0.00    0.00       2         Scene::~Scene() [128]
                0.00    0.00       2/329159      std::vector<Light, std::allocator<Light> >::~vector() [94]
                0.00    0.00       2/2           std::vector<Primitive*, std::allocator<Primitive*> >::~vector() [161]
-----------------------------------------------
                0.00    0.00       1/2           _fu0___ZTIi [33]
                0.00    0.00       1/2           RayTracer::RayTracer() [48]
[129]    0.0    0.00    0.00       2         Screen::Screen() [129]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<Light>::allocator() [142]
[130]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<Light>::new_allocator() [130]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<Primitive*> >::deallocate(std::allocator<Primitive*>&, Primitive**, unsigned int) [154]
[131]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<Primitive*>::deallocate(Primitive**, unsigned int) [131]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<Primitive*> >::allocate(std::allocator<Primitive*>&, unsigned int) [155]
[132]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<Primitive*>::allocate(unsigned int, void const*) [132]
                0.00    0.00       2/4           __gnu_cxx::new_allocator<Primitive*>::max_size() const [114]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<Primitive*>::allocator() [143]
[133]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<Primitive*>::new_allocator() [133]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<Primitive*>::~allocator() [144]
[134]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<Primitive*>::~new_allocator() [134]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<Light, std::allocator<Light> >::end() [191]
                0.00    0.00       1/2           std::vector<Light, std::allocator<Light> >::begin() [192]
[135]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<Light*, std::vector<Light, std::allocator<Light> > >::__normal_iterator(Light* const&) [135]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<Primitive*, std::allocator<Primitive*> >::end() const [185]
                0.00    0.00       1/2           std::vector<Primitive*, std::allocator<Primitive*> >::begin() const [186]
[136]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<Primitive* const*, std::vector<Primitive*, std::allocator<Primitive*> > >::__normal_iterator(Primitive* const* const&) [136]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<Primitive*, std::allocator<Primitive*> >::end() [194]
                0.00    0.00       1/2           std::vector<Primitive*, std::allocator<Primitive*> >::begin() [195]
[137]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<Primitive**, std::vector<Primitive*, std::allocator<Primitive*> > >::__normal_iterator(Primitive** const&) [137]
-----------------------------------------------
                0.00    0.00       2/2           Primitive* const* std::__niter_base<Primitive* const*, std::vector<Primitive*, std::allocator<Primitive*> > >(__gnu_cxx::__normal_iterator<Primitive* const*, std::vector<Primitive*, std::allocator<Primitive*> > >) [163]
[138]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<Primitive* const*, std::vector<Primitive*, std::allocator<Primitive*> > >::base() const [138]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<Primitive*, std::allocator<Primitive*> >::max_size() const [141]
[139]    0.0    0.00    0.00       2         std::_Vector_base<Primitive*, std::allocator<Primitive*> >::_M_get_Tp_allocator() const [139]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<Light, std::allocator<Light> >::_M_check_len(unsigned int, char const*) const [183]
[140]    0.0    0.00    0.00       2         std::vector<Light, std::allocator<Light> >::max_size() const [140]
                0.00    0.00       2/329159      std::_Vector_base<Light, std::allocator<Light> >::_M_get_Tp_allocator() const [87]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<Light> >::max_size(std::allocator<Light> const&) [153]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<Primitive*, std::allocator<Primitive*> >::_M_check_len(unsigned int, char const*) const [41]
[141]    0.0    0.00    0.00       2         std::vector<Primitive*, std::allocator<Primitive*> >::max_size() const [141]
                0.00    0.00       2/2           std::_Vector_base<Primitive*, std::allocator<Primitive*> >::_M_get_Tp_allocator() const [139]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<Primitive*> >::max_size(std::allocator<Primitive*> const&) [156]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<Light, std::allocator<Light> >::_Vector_impl::_Vector_impl() [146]
[142]    0.0    0.00    0.00       2         std::allocator<Light>::allocator() [142]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<Light>::new_allocator() [130]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<Primitive*, std::allocator<Primitive*> >::_Vector_impl::_Vector_impl() [149]
[143]    0.0    0.00    0.00       2         std::allocator<Primitive*>::allocator() [143]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<Primitive*>::new_allocator() [133]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<Primitive*, std::allocator<Primitive*> >::_Vector_impl::~_Vector_impl() [150]
[144]    0.0    0.00    0.00       2         std::allocator<Primitive*>::~allocator() [144]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<Primitive*>::~new_allocator() [134]
-----------------------------------------------
                0.00    0.00       2/2           Primitive** std::__copy_move_a<true, Primitive**, Primitive**>(Primitive**, Primitive**, Primitive**) [164]
[145]    0.0    0.00    0.00       2         Primitive** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<Primitive*>(Primitive* const*, Primitive* const*, Primitive**) [145]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<Light, std::allocator<Light> >::_Vector_base() [147]
[146]    0.0    0.00    0.00       2         std::_Vector_base<Light, std::allocator<Light> >::_Vector_impl::_Vector_impl() [146]
                0.00    0.00       2/2           std::allocator<Light>::allocator() [142]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<Light, std::allocator<Light> >::vector() [159]
[147]    0.0    0.00    0.00       2         std::_Vector_base<Light, std::allocator<Light> >::_Vector_base() [147]
                0.00    0.00       2/2           std::_Vector_base<Light, std::allocator<Light> >::_Vector_impl::_Vector_impl() [146]
-----------------------------------------------
                0.00    0.00       1/2           void std::vector<Primitive*, std::allocator<Primitive*> >::_M_realloc_insert<Primitive* const&>(__gnu_cxx::__normal_iterator<Primitive**, std::vector<Primitive*, std::allocator<Primitive*> > >, Primitive* const&) [42]
                0.00    0.00       1/2           Primitive** std::vector<Primitive*, std::allocator<Primitive*> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<Primitive* const*, std::vector<Primitive*, std::allocator<Primitive*> > > >(unsigned int, __gnu_cxx::__normal_iterator<Primitive* const*, std::vector<Primitive*, std::allocator<Primitive*> > >, __gnu_cxx::__normal_iterator<Primitive* const*, std::vector<Primitive*, std::allocator<Primitive*> > >) [193]
[148]    0.0    0.00    0.00       2         std::_Vector_base<Primitive*, std::allocator<Primitive*> >::_M_allocate(unsigned int) [148]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<Primitive*> >::allocate(std::allocator<Primitive*>&, unsigned int) [155]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<Primitive*, std::allocator<Primitive*> >::_Vector_base() [151]
[149]    0.0    0.00    0.00       2         std::_Vector_base<Primitive*, std::allocator<Primitive*> >::_Vector_impl::_Vector_impl() [149]
                0.00    0.00       2/2           std::allocator<Primitive*>::allocator() [143]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<Primitive*, std::allocator<Primitive*> >::~_Vector_base() [152]
[150]    0.0    0.00    0.00       2         std::_Vector_base<Primitive*, std::allocator<Primitive*> >::_Vector_impl::~_Vector_impl() [150]
                0.00    0.00       2/2           std::allocator<Primitive*>::~allocator() [144]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<Primitive*, std::allocator<Primitive*> >::vector() [160]
[151]    0.0    0.00    0.00       2         std::_Vector_base<Primitive*, std::allocator<Primitive*> >::_Vector_base() [151]
                0.00    0.00       2/2           std::_Vector_base<Primitive*, std::allocator<Primitive*> >::_Vector_impl::_Vector_impl() [149]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<Primitive*, std::allocator<Primitive*> >::~vector() [161]
[152]    0.0    0.00    0.00       2         std::_Vector_base<Primitive*, std::allocator<Primitive*> >::~_Vector_base() [152]
                0.00    0.00       2/4           std::_Vector_base<Primitive*, std::allocator<Primitive*> >::_M_deallocate(Primitive**, unsigned int) [119]
                0.00    0.00       2/2           std::_Vector_base<Primitive*, std::allocator<Primitive*> >::_Vector_impl::~_Vector_impl() [150]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<Light, std::allocator<Light> >::max_size() const [140]
[153]    0.0    0.00    0.00       2         std::allocator_traits<std::allocator<Light> >::max_size(std::allocator<Light> const&) [153]
                0.00    0.00       2/329161      __gnu_cxx::new_allocator<Light>::max_size() const [78]
